iter	MultiClass
325	0.1531839362
326	0.1528927563
327	0.1525946519
328	0.1522784484
329	0.1519492533
330	0.1516691267
331	0.1513840182
332	0.1511105945
333	0.1508047709
334	0.1505150278
335	0.1502773782
336	0.150061103
337	0.1497020947
338	0.1494195263
339	0.1491309257
340	0.148896725
341	0.1485910749
342	0.1482916047
343	0.1480025122
344	0.1477113486
345	0.1473893984
346	0.1471585796
347	0.1469455759
348	0.1467232928
349	0.1464606944
350	0.1462128784
351	0.1459426976
352	0.1456623433
353	0.1454301524
354	0.145157403
355	0.1448983983
356	0.1446610704
357	0.1444346506
358	0.1441539479
359	0.143927976
360	0.1437150303
361	0.1434890467
362	0.1432098624
363	0.142999621
364	0.1427352917
365	0.1425178455
366	0.1422528983
367	0.1420462001
368	0.1418370841
369	0.1415967453
370	0.1413762928
371	0.1411870977
372	0.1409797649
373	0.1407529978
374	0.1405245708
375	0.1403261051
376	0.1401126224
377	0.1399292563
378	0.1397342644
379	0.1394960587
380	0.1392733368
381	0.1390606781
382	0.1388333596
383	0.1386043557
384	0.1384244121
385	0.1382159161
386	0.1380173806
387	0.1378088132
388	0.1375771643
389	0.1374069253
390	0.1372367876
391	0.1370387703
392	0.1368665094
393	0.1367102387
394	0.1365153942
395	0.1363052173
396	0.1361267382
397	0.135944036
398	0.1357587795
399	0.1355810089
