iter	Passed	Remaining
179	1331	3107
180	1343	3111
181	1362	3129
182	1381	3148
183	1389	3141
184	1397	3135
185	1409	3136
186	1416	3127
187	1423	3118
188	1429	3109
189	1437	3102
190	1446	3096
191	1454	3090
192	1461	3082
193	1469	3074
194	1477	3068
195	1484	3059
196	1491	3050
197	1498	3041
198	1505	3033
199	1512	3024
200	1519	3015
201	1526	3007
202	1532	2997
203	1539	2989
204	1547	2982
205	1554	2973
206	1562	2965
207	1569	2957
208	1576	2950
209	1584	2941
210	1590	2932
211	1597	2923
212	1604	2914
213	1611	2906
214	1618	2898
215	1625	2890
216	1633	2883
217	1642	2877
218	1649	2869
219	1656	2861
220	1665	2856
221	1673	2850
222	1681	2842
223	1690	2837
224	1700	2833
225	1708	2826
226	1715	2818
227	1722	2810
228	1729	2802
229	1736	2793
230	1743	2785
231	1750	2776
232	1757	2768
233	1764	2759
234	1771	2751
235	1778	2743
236	1786	2735
237	1794	2729
238	1802	2723
239	1810	2715
240	1818	2708
241	1826	2702
242	1834	2695
243	1843	2690
244	1852	2684
245	1860	2677
246	1868	2670
247	1875	2662
248	1882	2653
249	1891	2647
250	1898	2639
251	1905	2631
252	1912	2622
253	1919	2614
254	1925	2605
255	1932	2596
256	1939	2588
257	1946	2580
258	1953	2572
259	1960	2564
260	1967	2555
261	1974	2546
262	1981	2538
263	1988	2530
264	1995	2523
265	2004	2517
266	2012	2510
267	2020	2502
268	2027	2494
269	2034	2486
270	2042	2479
271	2048	2470
272	2056	2462
273	2064	2455
274	2072	2448
275	2080	2442
276	2088	2435
277	2096	2427
278	2103	2420
279	2112	2413
280	2120	2406
281	2127	2399
282	2135	2391
283	2142	2384
284	2150	2376
285	2158	2369
286	2164	2360
287	2171	2352
288	2178	2343
289	2184	2335
290	2192	2327
291	2199	2320
292	2206	2312
293	2213	2304
294	2220	2295
295	2227	2287
296	2234	2279
297	2241	2271
298	2249	2264
299	2256	2256
300	2263	2248
301	2272	2242
302	2279	2234
303	2286	2226
304	2293	2218
305	2301	2210
306	2308	2202
307	2315	2194
308	2321	2186
309	2329	2179
310	2337	2172
311	2344	2164
312	2351	2156
313	2358	2148
314	2366	2140
315	2376	2136
316	2385	2129
317	2394	2123
318	2401	2115
319	2410	2109
320	2421	2104
321	2429	2097
322	2437	2090
323	2444	2082
324	2453	2076
325	2460	2068
326	2468	2060
327	2475	2052
328	2482	2045
329	2489	2037
330	2497	2029
331	2505	2022
332	2513	2015
333	2520	2007
334	2527	1999
335	2534	1991
336	2541	1983
337	2547	1974
338	2554	1966
339	2561	1958
340	2568	1950
341	2576	1943
342	2584	1936
343	2591	1928
344	2599	1921
345	2607	1913
346	2614	1906
347	2621	1898
348	2628	1890
349	2635	1882
350	2642	1874
351	2650	1867
352	2658	1860
353	2667	1853
354	2676	1847
355	2684	1839
356	2693	1833
357	2701	1825
358	2709	1818
359	2716	1810
360	2723	1802
361	2730	1794
362	2737	1787
363	2744	1779
364	2751	1771
365	2758	1763
366	2765	1755
367	2772	1747
368	2779	1739
369	2786	1732
370	2793	1724
371	2800	1716
372	2806	1708
373	2814	1700
374	2821	1693
375	2828	1685
376	2836	1677
377	2843	1669
378	2849	1661
379	2856	1653
380	2863	1646
381	2871	1638
382	2879	1631
383	2887	1623
384	2894	1616
385	2901	1608
386	2909	1601
387	2916	1593
388	2924	1586
389	2931	1578
390	2938	1570
391	2945	1562
392	2952	1555
393	2960	1547
394	2967	1540
395	2975	1532
396	2983	1525
397	2991	1518
398	2999	1511
399	3007	1503
400	3015	1496
401	3023	1489
402	3031	1481
403	3038	1474
404	3046	1466
405	3054	1459
406	3061	1451
407	3068	1444
408	3076	1436
409	3083	1428
410	3091	1421
411	3099	1414
412	3107	1406
413	3114	1399
414	3122	1392
415	3139	1388
416	3157	1385
417	3172	1381
418	3179	1373
419	3189	1367
420	3199	1360
421	3206	1352
422	3213	1344
423	3220	1336
424	3227	1329
425	3235	1321
426	3242	1313
427	3249	1305
428	3256	1298
429	3263	1290
430	3270	1282
431	3277	1274
432	3284	1266
433	3291	1258
434	3298	1251
435	3305	1243
436	3312	1235
437	3320	1227
438	3327	1220
439	3333	1212
440	3340	1204
441	3348	1196
442	3355	1189
443	3362	1181
444	3370	1174
445	3377	1166
446	3384	1158
447	3392	1150
448	3398	1143
449	3405	1135
450	3412	1127
451	3420	1119
452	3427	1112
453	3435	1104
454	3443	1097
455	3450	1089
456	3457	1081
457	3464	1074
458	3472	1066
459	3479	1058
460	3486	1051
461	3494	1043
462	3502	1036
463	3509	1028
464	3516	1020
465	3523	1013
466	3531	1005
467	3539	998
468	3546	990
469	3553	982
470	3560	975
471	3567	967
472	3574	959
473	3581	952
474	3590	944
475	3597	937
476	3606	929
477	3614	922
478	3621	914
479	3628	907
480	3636	899
481	3643	891
482	3650	884
483	3657	876
484	3664	868
485	3671	861
486	3678	853
487	3685	845
488	3692	838
489	3699	830
490	3705	822
491	3712	814
492	3719	807
493	3726	799
494	3734	792
495	3742	784
496	3748	776
497	3755	769
498	3762	761
499	3769	753
500	3776	746
501	3783	738
502	3790	730
503	3797	723
504	3803	715
505	3810	707
506	3817	700
507	3825	692
508	3831	685
509	3839	677
510	3846	669
511	3853	662
512	3860	654
513	3867	647
514	3874	639
515	3881	631
516	3888	624
517	3895	616
518	3901	608
519	3908	601
520	3915	593
521	3922	586
522	3929	578
523	3937	571
524	3945	563
525	3953	556
526	3962	548
527	3970	541
528	3980	534
529	3988	526
530	3998	519
531	4007	512
532	4016	504
533	4024	497
534	4034	490
535	4042	482
536	4050	475
537	4057	467
538	4067	460
539	4074	452
540	4084	445
541	4092	437
542	4100	430
543	4108	422
544	4117	415
545	4125	408
546	4133	400
547	4141	392
548	4150	385
549	4158	378
550	4165	370
551	4173	362
552	4181	355
553	4190	347
554	4200	340
555	4207	332
556	4216	325
557	4225	318
558	4233	310
559	4241	302
560	4249	295
561	4256	287
562	4264	280
563	4272	272
564	4282	265
565	4290	257
566	4298	250
567	4308	242
568	4316	235
569	4324	227
570	4332	220
571	4341	212
572	4348	204
573	4356	197
574	4365	189
575	4373	182
576	4382	174
577	4390	167
578	4398	159
579	4406	151
580	4414	144
581	4422	136
582	4430	129
583	4439	121
584	4448	114
585	4457	106
586	4466	98
587	4474	91
588	4484	83
589	4491	76
590	4500	68
591	4508	60
592	4516	53
593	4525	45
594	4533	38
595	4542	30
596	4550	22
597	4559	15
598	4566	7
599	4575	0
